house_id,city,area_sqm,bedrooms,bathrooms,parking_spaces,property_type,year_built,distance_to_city_center_km,electricity_hours_per_day,price_ngn
HOUSE_0960,Abuja,113.27,2,1,1,Flat,2007.0,5.64,20.0,126229390
HOUSE_0961,Ibadan,40.83,5,1,3,Bungalow,2013.0,11.74,9.0,62911622
HOUSE_0962,Enugu,77.09,4,4,1,Duplex,1999.0,9.2,17.0,81114495
HOUSE_0963,Ibadan,202.96,3,1,0,Bungalow,1993.0,3.4,13.0,126001505
HOUSE_0964,Enugu,40.0,4,3,2,Bungalow,1997.0,6.57,,62781830
HOUSE_0965,Port Harcourt,164.04,4,1,3,Duplex,2009.0,17.79,8.0,119168179
HOUSE_0966,Abuja,70.82,3,2,1,Duplex,2010.0,10.48,19.0,115352853
HOUSE_0967,Lagos,101.39,3,1,3,Duplex,2016.0,7.47,16.0,140157393
HOUSE_0968,Port Harcourt,225.77,1,2,2,Bungalow,1994.0,0.49,17.0,154193841
HOUSE_0969,Enugu,130.15,5,3,3,Bungalow,1991.0,10.34,7.0,96104804
HOUSE_0970,Abuja,163.43,4,2,0,Duplex,2002.0,8.49,15.0,142276386
HOUSE_0971,Enugu,132.32,1,1,1,Flat,,6.04,10.0,90030643
HOUSE_0972,Port Harcourt,130.77,3,4,3,Bungalow,1998.0,6.28,14.0,116042272
HOUSE_0973,Enugu,144.86,3,3,1,Flat,2016.0,6.15,17.0,99573601
HOUSE_0974,Port Harcourt,135.08,4,2,0,Flat,2004.0,7.85,8.0,116417607
HOUSE_0975,Abuja,165.04,3,2,0,Duplex,2017.0,7.74,14.0,137880722
HOUSE_0976,Lagos,49.08,3,2,0,Flat,,14.31,19.0,117880361
HOUSE_0977,Port Harcourt,83.77,4,1,1,Bungalow,2003.0,4.73,12.0,108990542
HOUSE_0978,Ibadan,96.17,3,4,3,Flat,2017.0,14.87,12.0,84584459
HOUSE_0979,Abuja,40.0,3,2,3,Flat,2016.0,23.69,10.0,70554732
HOUSE_0980,Ibadan,162.24,3,2,3,Flat,2013.0,9.12,,113020891
HOUSE_0981,Port Harcourt,117.8,1,1,3,Flat,2010.0,9.43,18.0,109238954
HOUSE_0982,Abuja,140.84,4,4,2,Flat,1996.0,11.23,,128005413
HOUSE_0983,Lagos,142.22,3,2,3,Duplex,1992.0,8.45,6.0,140994118
HOUSE_0984,Enugu,112.11,5,4,2,Duplex,2013.0,7.24,10.0,95437127
HOUSE_0985,Lagos,112.2,5,2,2,Flat,2022.0,13.67,21.0,139657725
HOUSE_0986,Port Harcourt,143.74,2,1,2,Bungalow,,6.7,19.0,115548731
HOUSE_0987,Ibadan,146.24,1,3,0,Flat,2021.0,8.97,14.0,106365004
HOUSE_0988,Ibadan,119.25,4,3,2,Bungalow,2006.0,6.06,,99417518
HOUSE_0989,Port Harcourt,164.96,2,3,3,Flat,2018.0,12.74,7.0,112319128
HOUSE_0990,Abuja,89.08,1,2,1,Flat,2020.0,10.04,14.0,103775708
HOUSE_0991,Port Harcourt,81.13,4,1,3,Flat,2018.0,1.1,17.0,113672340
HOUSE_0992,Enugu,94.93,4,4,3,Flat,1999.0,12.31,9.0,76719344
HOUSE_0993,Lagos,158.13,2,3,1,Flat,2022.0,10.57,14.0,153009473
HOUSE_0994,Enugu,149.0,2,1,1,Duplex,1994.0,10.58,13.0,97644494
HOUSE_0995,Port Harcourt,94.34,1,3,0,Duplex,1997.0,10.16,18.0,97894525
HOUSE_0996,Enugu,152.02,1,3,1,Flat,1995.0,11.77,20.0,103018553
HOUSE_0997,Port Harcourt,167.56,4,3,0,Duplex,1992.0,11.54,20.0,129747963
HOUSE_0998,Enugu,134.06,2,2,0,Bungalow,2008.0,13.35,16.0,92890958
HOUSE_0999,Lagos,118.94,1,4,0,Duplex,2006.0,3.59,11.0,139448578
HOUSE_1000,Port Harcourt,113.48,1,1,1,Flat,2014.0,4.28,18.0,107161492
HOUSE_1001,Abuja,92.99,1,3,3,Duplex,2009.0,7.28,10.0,110835267
HOUSE_1002,Lagos,88.3,3,2,3,Duplex,2014.0,6.46,21.0,133758457
HOUSE_1003,Enugu,44.26,5,4,0,Duplex,2013.0,9.07,11.0,67988482
HOUSE_1004,Port Harcourt,120.05,1,1,2,Duplex,2004.0,3.91,10.0,108635004
HOUSE_1005,Enugu,146.37,5,1,2,Duplex,2017.0,12.69,8.0,99249127
HOUSE_1006,Port Harcourt,55.7,3,2,1,Bungalow,2009.0,4.19,13.0,94542189
HOUSE_1007,Port Harcourt,89.23,3,1,0,Flat,2022.0,3.3,9.0,103239318
HOUSE_1008,Port Harcourt,153.18,4,1,3,Bungalow,2006.0,7.03,17.0,124152491
HOUSE_1009,Enugu,109.42,1,1,0,Bungalow,2019.0,2.02,11.0,90662654
HOUSE_1010,Abuja,145.42,4,1,0,Duplex,2009.0,1.8,16.0,147687573
HOUSE_1011,Port Harcourt,122.4,4,3,2,Flat,2003.0,9.39,11.0,106983378
HOUSE_1012,Enugu,174.43,3,1,3,Bungalow,1991.0,1.46,6.0,109523110
HOUSE_1013,Lagos,40.0,1,2,3,Duplex,2015.0,8.92,21.0,109476140
HOUSE_1014,Enugu,192.02,5,3,3,Duplex,1995.0,14.19,10.0,106445991
HOUSE_1015,Lagos,128.39,2,1,0,Bungalow,2002.0,5.54,6.0,134897519
HOUSE_1016,Port Harcourt,152.28,2,2,3,Bungalow,,3.13,12.0,119188126
HOUSE_1017,Ibadan,139.05,4,2,3,Duplex,1991.0,10.53,9.0,95219795
HOUSE_1018,Abuja,162.41,4,4,3,Flat,2018.0,21.8,,125953588
HOUSE_1019,Abuja,135.7,3,4,0,Duplex,1990.0,5.46,9.0,138418345
HOUSE_1020,Port Harcourt,118.98,4,4,2,Flat,2021.0,0.85,18.0,128577379
HOUSE_1021,Enugu,92.21,5,4,1,Bungalow,1993.0,5.95,,82153112
HOUSE_1022,Port Harcourt,99.04,5,3,0,Duplex,2016.0,8.76,21.0,108712702
HOUSE_1023,Port Harcourt,87.1,5,3,3,Bungalow,2017.0,13.61,6.0,90460845
HOUSE_1024,Ibadan,120.01,2,4,2,Duplex,2004.0,7.95,,92348891
HOUSE_1025,Enugu,106.88,3,4,1,Duplex,2014.0,8.78,19.0,96750248
HOUSE_1026,Ibadan,153.0,4,2,1,Duplex,1995.0,3.66,21.0,114925255
HOUSE_1027,Abuja,93.68,2,2,3,Flat,2016.0,6.48,21.0,118704802
HOUSE_1028,Abuja,66.17,2,1,0,Duplex,2006.0,3.9,17.0,114534771
HOUSE_1029,Abuja,100.95,2,1,0,Duplex,2017.0,12.37,9.0,110749893
HOUSE_1030,Abuja,130.5,1,2,3,Duplex,2011.0,8.97,17.0,131519810
HOUSE_1031,Lagos,154.04,5,3,1,Bungalow,2022.0,7.31,9.0,162392078
HOUSE_1032,Lagos,135.62,4,4,0,Flat,1996.0,7.48,,145394637
HOUSE_1033,Enugu,130.61,1,2,0,Flat,2013.0,5.09,11.0,94926745
HOUSE_1034,Ibadan,40.0,4,4,0,Flat,2013.0,7.33,16.0,82547237
HOUSE_1035,Abuja,176.91,1,2,3,Duplex,1990.0,12.63,13.0,141637677
HOUSE_1036,Port Harcourt,158.62,3,3,1,Flat,2007.0,14.18,17.0,125698624
HOUSE_1037,Port Harcourt,123.55,3,2,1,Bungalow,2016.0,8.99,13.0,106068366
HOUSE_1038,Port Harcourt,95.29,4,4,3,Bungalow,2013.0,6.42,6.0,105674111
HOUSE_1039,Abuja,144.63,1,1,0,Duplex,2010.0,14.02,18.0,129555058
HOUSE_1040,Abuja,114.42,4,1,3,Flat,1999.0,5.75,,120817639
HOUSE_1041,Enugu,120.02,3,4,3,Bungalow,2009.0,11.01,16.0,88669393
HOUSE_1042,Lagos,62.25,3,2,3,Duplex,2003.0,3.48,,128785049
HOUSE_1043,Enugu,97.98,4,3,3,Flat,2009.0,1.9,8.0,82932740
HOUSE_1044,Enugu,99.67,3,4,1,Bungalow,,7.26,15.0,83259907
HOUSE_1045,Lagos,101.87,5,3,2,Bungalow,2000.0,15.26,6.0,121410459
HOUSE_1046,Enugu,133.07,5,3,1,Duplex,2017.0,9.5,,92227333
HOUSE_1047,Lagos,144.89,3,3,2,Flat,1993.0,2.31,9.0,155867455
HOUSE_1048,Ibadan,161.56,5,1,3,Duplex,2005.0,7.62,,116092711
HOUSE_1049,Enugu,146.82,5,2,2,Duplex,2008.0,2.64,,113200295
HOUSE_1050,Abuja,57.85,4,2,0,Duplex,,12.09,,97169918
HOUSE_1051,Ibadan,135.06,4,1,1,Bungalow,2017.0,3.49,19.0,105356578
HOUSE_1052,Lagos,85.21,1,4,1,Duplex,2003.0,13.63,20.0,118278558
HOUSE_1053,Ibadan,72.42,5,4,3,Duplex,2021.0,16.21,19.0,81179549
HOUSE_1054,Port Harcourt,83.98,4,2,1,Bungalow,1998.0,11.19,21.0,106494435
HOUSE_1055,Port Harcourt,106.86,2,1,1,Duplex,2020.0,11.02,7.0,100399470
HOUSE_1056,Abuja,98.24,5,3,0,Bungalow,2016.0,7.19,9.0,118182205
HOUSE_1057,Ibadan,121.64,5,3,0,Bungalow,1999.0,2.99,9.0,105617056
HOUSE_1058,Ibadan,149.63,3,3,2,Duplex,1991.0,5.43,10.0,104240250
HOUSE_1059,Enugu,110.86,4,1,2,Duplex,2003.0,3.03,11.0,98006239
HOUSE_1060,Port Harcourt,40.0,1,1,2,Flat,1992.0,7.04,19.0,82024800
HOUSE_1061,Enugu,216.5,3,4,2,Duplex,2020.0,11.92,10.0,124756035
HOUSE_1062,Abuja,119.23,5,4,3,Bungalow,2018.0,6.69,10.0,138413888
HOUSE_1063,Ibadan,120.9,1,4,3,Flat,2015.0,10.74,16.0,94602902
HOUSE_1064,Lagos,72.77,4,3,0,Flat,1991.0,13.57,,124456098
HOUSE_1065,Ibadan,148.62,5,1,0,Flat,,11.59,,110018011
HOUSE_1066,Lagos,137.54,5,2,3,Bungalow,1991.0,8.1,9.0,153362336
HOUSE_1067,Enugu,146.91,2,1,2,Flat,2005.0,10.96,,90420990
HOUSE_1068,Lagos,105.84,5,3,3,Bungalow,1992.0,5.13,21.0,143877722
HOUSE_1069,Ibadan,124.07,4,2,3,Flat,,15.75,16.0,91535068
HOUSE_1070,Ibadan,70.44,1,1,0,Bungalow,2000.0,0.66,15.0,77276993
HOUSE_1071,Abuja,126.59,3,1,1,Duplex,2016.0,8.25,11.0,118995059
HOUSE_1072,Enugu,126.93,3,2,0,Bungalow,1993.0,9.22,15.0,90404885
HOUSE_1073,Lagos,111.07,3,2,3,Duplex,2006.0,15.45,18.0,138522364
HOUSE_1074,Lagos,55.96,1,2,1,Bungalow,2005.0,3.86,21.0,124588592
HOUSE_1075,Enugu,115.87,4,1,2,Flat,2010.0,0.22,20.0,104070264
HOUSE_1076,Port Harcourt,112.97,1,4,0,Duplex,2004.0,16.31,6.0,89581789
HOUSE_1077,Enugu,120.84,5,1,1,Bungalow,1998.0,9.15,15.0,94845989
HOUSE_1078,Port Harcourt,69.59,4,1,1,Flat,2013.0,4.92,,92975424
HOUSE_1079,Abuja,104.99,5,4,3,Flat,1990.0,6.41,20.0,141469799
HOUSE_1080,Enugu,171.27,3,2,0,Flat,2020.0,10.79,14.0,106925569
HOUSE_1081,Ibadan,75.54,4,3,1,Bungalow,2022.0,9.23,15.0,77626695
HOUSE_1082,Abuja,139.93,5,1,2,Flat,2015.0,13.7,9.0,133868550
HOUSE_1083,Abuja,183.22,5,3,3,Flat,2022.0,2.92,16.0,166667324
HOUSE_1084,Ibadan,87.57,3,4,2,Flat,2010.0,1.71,16.0,93229676
HOUSE_1085,Port Harcourt,110.64,5,3,0,Bungalow,1998.0,10.33,6.0,110141467
HOUSE_1086,Port Harcourt,159.49,1,1,1,Duplex,2021.0,7.62,18.0,123507030
HOUSE_1087,Lagos,107.21,1,1,3,Bungalow,1997.0,8.76,17.0,137846340
HOUSE_1088,Port Harcourt,86.59,5,3,3,Flat,1990.0,18.45,9.0,91330691
HOUSE_1089,Ibadan,55.69,2,4,0,Flat,1991.0,8.92,14.0,77606552
HOUSE_1090,Ibadan,200.94,2,1,2,Bungalow,2004.0,8.03,13.0,121279221
HOUSE_1091,Ibadan,112.4,1,3,3,Bungalow,2003.0,6.21,6.0,83777243
HOUSE_1092,Port Harcourt,112.78,1,3,3,Flat,2002.0,14.86,,100119750
HOUSE_1093,Enugu,40.0,5,2,0,Bungalow,1998.0,15.67,8.0,48633935
HOUSE_1094,Ibadan,63.04,5,2,2,Flat,1991.0,6.67,,85069469
HOUSE_1095,Ibadan,102.83,5,4,0,Duplex,1993.0,10.94,16.0,96219532
HOUSE_1096,Port Harcourt,56.08,3,1,3,Duplex,2013.0,10.31,,89188530
HOUSE_1097,Lagos,200.97,2,1,2,Duplex,,1.18,20.0,175729993
HOUSE_1098,Lagos,127.59,4,2,2,Flat,1991.0,4.69,13.0,154396597
HOUSE_1099,Port Harcourt,137.04,1,2,1,Flat,2011.0,8.1,15.0,106796769
HOUSE_1100,Lagos,94.34,1,4,3,Flat,2011.0,10.44,14.0,124537731
HOUSE_1101,Lagos,192.17,4,2,2,Flat,2011.0,7.05,,175323846
HOUSE_1102,Abuja,148.79,1,4,0,Bungalow,2018.0,1.53,,136034850
HOUSE_1103,Lagos,81.74,1,1,3,Duplex,1994.0,10.36,10.0,110218114
HOUSE_1104,Port Harcourt,179.36,1,3,3,Flat,1996.0,9.78,7.0,124624417
HOUSE_1105,Lagos,107.48,3,4,3,Flat,2016.0,8.0,13.0,142376400
HOUSE_1106,Enugu,69.98,1,4,3,Duplex,2017.0,11.02,9.0,61868109
HOUSE_1107,Lagos,155.29,4,3,1,Flat,1996.0,5.74,6.0,158550043
HOUSE_1108,Lagos,101.2,5,2,1,Bungalow,2022.0,9.33,14.0,137085884
HOUSE_1109,Port Harcourt,102.53,4,4,1,Flat,1998.0,7.67,7.0,100896796
HOUSE_1110,Abuja,203.99,3,4,2,Duplex,,6.76,10.0,153257218
HOUSE_1111,Port Harcourt,105.67,3,3,2,Duplex,1990.0,4.76,,113310066
HOUSE_1112,Abuja,149.77,1,2,0,Duplex,2012.0,7.09,12.0,127972369
HOUSE_1113,Abuja,94.03,1,3,1,Bungalow,2020.0,14.61,20.0,112439118
HOUSE_1114,Ibadan,176.78,5,3,2,Duplex,2011.0,5.0,11.0,119233497
HOUSE_1115,Port Harcourt,45.34,1,4,1,Flat,2004.0,13.04,13.0,77347627
HOUSE_1116,Enugu,92.61,2,2,3,Bungalow,2011.0,11.95,18.0,71319818
HOUSE_1117,Port Harcourt,41.2,2,1,2,Flat,1994.0,12.46,17.0,69670157
HOUSE_1118,Enugu,71.55,1,2,2,Duplex,2002.0,11.65,,67607100
HOUSE_1119,Ibadan,120.57,1,1,1,Flat,2008.0,3.23,11.0,90597110
HOUSE_1120,Ibadan,103.72,2,3,1,Flat,2002.0,11.43,6.0,76639579
HOUSE_1121,Ibadan,124.24,1,1,1,Duplex,1997.0,10.92,16.0,85505719
HOUSE_1122,Ibadan,199.06,4,2,2,Duplex,2000.0,0.18,,141059546
HOUSE_1123,Enugu,184.69,4,1,0,Flat,1998.0,8.52,12.0,107332854
HOUSE_1124,Enugu,84.05,4,3,2,Bungalow,2017.0,1.35,13.0,81872049
HOUSE_1125,Enugu,112.44,5,2,2,Flat,2010.0,12.61,13.0,79413851
HOUSE_1126,Ibadan,114.9,2,4,1,Bungalow,1995.0,15.56,21.0,96413043
HOUSE_1127,Enugu,61.95,1,2,3,Bungalow,2022.0,7.94,17.0,67220454
HOUSE_1128,Enugu,69.9,4,2,2,Bungalow,2013.0,9.82,,75534429
HOUSE_1129,Port Harcourt,155.48,4,4,2,Bungalow,2015.0,5.9,,134437205
HOUSE_1130,Lagos,40.0,2,2,1,Duplex,2005.0,8.99,18.0,108679394
HOUSE_1131,Ibadan,137.47,4,4,1,Duplex,2006.0,10.02,,98712357
HOUSE_1132,Abuja,169.43,1,3,3,Bungalow,2012.0,2.64,13.0,148730210
HOUSE_1133,Lagos,147.21,4,3,3,Duplex,2019.0,13.96,19.0,150532114
HOUSE_1134,Ibadan,48.86,4,3,2,Duplex,1991.0,9.6,11.0,72090076
HOUSE_1135,Abuja,99.83,3,1,2,Flat,2008.0,7.59,,118636687
HOUSE_1136,Enugu,133.91,1,3,1,Flat,1997.0,5.56,8.0,89039242
HOUSE_1137,Lagos,92.97,5,2,2,Flat,2011.0,8.17,14.0,134714810
HOUSE_1138,Ibadan,76.51,2,2,2,Flat,2009.0,2.57,15.0,92490609
HOUSE_1139,Ibadan,147.17,4,4,0,Duplex,2022.0,2.26,10.0,115468257
HOUSE_1140,Abuja,146.65,2,2,3,Flat,,10.31,,135342841
HOUSE_1141,Enugu,50.97,4,4,2,Flat,2010.0,4.61,12.0,73700657
HOUSE_1142,Port Harcourt,167.76,2,4,3,Bungalow,1991.0,3.09,17.0,131540728
HOUSE_1143,Enugu,101.42,2,3,0,Duplex,2012.0,10.31,16.0,77009445
HOUSE_1144,Port Harcourt,151.34,4,4,2,Duplex,1991.0,6.74,,134255584
HOUSE_1145,Lagos,96.1,2,2,2,Bungalow,2015.0,15.11,18.0,120728841
HOUSE_1146,Port Harcourt,189.56,1,4,1,Duplex,1996.0,12.89,16.0,131531471
HOUSE_1147,Port Harcourt,123.41,3,1,1,Flat,2001.0,3.96,7.0,118508399
HOUSE_1148,Enugu,86.78,4,1,1,Flat,1994.0,10.61,18.0,75703447
HOUSE_1149,Abuja,136.74,2,3,0,Duplex,1993.0,15.01,17.0,126245093
HOUSE_1150,Lagos,146.02,2,3,3,Duplex,2000.0,0.48,9.0,150596871
HOUSE_1151,Enugu,162.08,4,4,0,Duplex,2003.0,3.01,10.0,109565953
HOUSE_1152,Ibadan,104.64,4,4,1,Bungalow,2009.0,9.25,,90129721
HOUSE_1153,Enugu,199.83,4,3,1,Flat,1999.0,23.55,20.0,100252583
HOUSE_1154,Port Harcourt,144.27,5,2,2,Bungalow,2021.0,7.08,20.0,130260863
HOUSE_1155,Enugu,141.38,1,1,2,Bungalow,2019.0,12.44,17.0,91504440
HOUSE_1156,Ibadan,107.17,4,2,3,Flat,2001.0,16.98,19.0,87215734
HOUSE_1157,Port Harcourt,129.2,2,1,3,Bungalow,1992.0,10.49,13.0,102582653
HOUSE_1158,Ibadan,146.64,5,3,0,Bungalow,2003.0,10.11,21.0,113691041
HOUSE_1159,Enugu,153.56,1,3,0,Flat,2022.0,4.91,16.0,102333437
HOUSE_1160,Port Harcourt,97.67,2,3,1,Bungalow,1992.0,2.5,20.0,106132026
HOUSE_1161,Lagos,137.58,4,4,2,Bungalow,2015.0,11.89,12.0,146740107
HOUSE_1162,Lagos,138.31,1,3,0,Bungalow,1998.0,16.37,16.0,139610513
HOUSE_1163,Port Harcourt,119.78,4,4,0,Flat,2005.0,11.34,20.0,111666756
HOUSE_1164,Port Harcourt,76.33,3,2,1,Flat,1996.0,6.06,11.0,94479115
HOUSE_1165,Lagos,147.82,5,4,1,Flat,1990.0,12.25,14.0,149512771
HOUSE_1166,Port Harcourt,108.24,3,2,1,Bungalow,1992.0,7.64,,103043134
HOUSE_1167,Port Harcourt,59.29,1,1,3,Bungalow,2009.0,6.21,20.0,83177149
HOUSE_1168,Enugu,155.62,1,1,3,Flat,2005.0,10.88,17.0,90611406
HOUSE_1169,Abuja,140.03,1,1,3,Flat,1990.0,8.25,16.0,134475471
HOUSE_1170,Abuja,120.28,1,2,0,Bungalow,2000.0,4.7,11.0,117297291
HOUSE_1171,Port Harcourt,147.95,5,1,2,Duplex,2002.0,10.1,12.0,122951859
HOUSE_1172,Port Harcourt,139.68,4,1,1,Flat,1996.0,5.37,17.0,122569474
HOUSE_1173,Abuja,40.0,1,4,2,Flat,2014.0,13.49,12.0,89208982
HOUSE_1174,Abuja,100.85,1,3,2,Flat,1994.0,3.69,12.0,119965335
HOUSE_1175,Ibadan,147.74,5,4,0,Bungalow,,6.04,,111037310
HOUSE_1176,Ibadan,162.4,1,3,3,Bungalow,1998.0,11.09,16.0,101072675
HOUSE_1177,Ibadan,147.34,4,1,2,Flat,2018.0,1.17,18.0,119039565
HOUSE_1178,Abuja,168.48,5,1,1,Flat,1997.0,9.31,15.0,142761287
HOUSE_1179,Port Harcourt,105.23,2,1,0,Flat,2013.0,8.72,21.0,103442489
HOUSE_1180,Abuja,48.95,2,4,1,Bungalow,1992.0,10.04,13.0,104053362
HOUSE_1181,Enugu,78.83,4,3,1,Duplex,2010.0,1.24,7.0,84539594
HOUSE_1182,Port Harcourt,59.11,3,1,1,Bungalow,2011.0,13.56,16.0,80079234
HOUSE_1183,Abuja,94.83,5,1,1,Bungalow,2004.0,15.67,18.0,115935159
HOUSE_1184,Ibadan,98.57,2,4,0,Flat,2021.0,0.54,8.0,90879813
HOUSE_1185,Lagos,75.34,2,2,1,Flat,2001.0,14.18,,116760783
HOUSE_1186,Abuja,113.76,2,1,3,Bungalow,2019.0,5.26,15.0,119759552
HOUSE_1187,Abuja,126.4,2,4,1,Bungalow,2005.0,10.51,15.0,124415682
HOUSE_1188,Enugu,164.7,4,2,2,Duplex,1995.0,15.24,17.0,100237016
HOUSE_1189,Port Harcourt,105.61,2,4,3,Duplex,2022.0,1.37,19.0,123475365
HOUSE_1190,Abuja,103.46,4,1,3,Duplex,1995.0,9.3,15.0,123537006
HOUSE_1191,Enugu,81.45,2,2,2,Duplex,2019.0,3.21,15.0,80265572
HOUSE_1192,Ibadan,133.75,4,4,0,Duplex,1998.0,7.76,21.0,107384595
HOUSE_1193,Abuja,121.31,2,1,0,Bungalow,2013.0,4.21,21.0,131294467
HOUSE_1194,Port Harcourt,110.78,4,3,3,Duplex,2009.0,3.38,,110613504
HOUSE_1195,Port Harcourt,155.61,1,1,3,Bungalow,2000.0,13.18,12.0,115646968
HOUSE_1196,Port Harcourt,46.15,3,3,3,Bungalow,2013.0,3.35,7.0,92253765
HOUSE_1197,Port Harcourt,60.14,4,2,1,Duplex,1992.0,4.75,17.0,102134219
HOUSE_1198,Lagos,116.66,2,3,3,Bungalow,1999.0,0.75,14.0,144982799
HOUSE_1199,Enugu,83.13,5,2,0,Flat,1995.0,2.98,18.0,89489705
HOUSE_1200,Enugu,128.29,1,2,3,Flat,2017.0,8.35,14.0,91388837
